chr	start	end	strand	Gene_symbol
chr7	44788177	44788440	+	ZMIZ2
chr7	44835726	44836798	+	PPIA
chr7	44887267	44888070	-	H2AFV
chr7	45025958	45026626	-	SNORA9
chr7	45039171	45040257	+	CCM2
chr7	45127979	45128263	-	NACAD
chr7	45150987	45151554	-	TBRG4
chr7	45197181	45197807	+	RAMP3
chr7	45613386	45615504	+	ADCY1
chr7	45808183	45808745	-	SEPT7P2
chr7	45928002	45928585	+	IGFBP1
chr7	45960137	45961347	-	IGFBP3
chr7	47621112	47621727	-	TNS3
chr7	48019088	48019389	-	HUS1
chr7	48074838	48075985	+	C7orf57
chr7	48128046	48128499	+	UPP1
chr7	48963967	48964348	+	CDC14C
chr7	49813008	49815752	+	VWC2
chr7	50132572	50132921	-	ZPBP
chr7	50342895	50343456	+	IKZF1
chr7	50517627	50518668	-	FIGNL1
chr7	50861390	50861638	-	GRB10
chr7	51383311	51384938	-	COBL
chr7	53103275	53103801	+	POM121L12
chr7	54609734	54610140	+	VSTM2A
chr7	54614052	54614797	+	VSTM2A
chr7	54826581	54827188	+	LOC100996654
chr7	55086141	55088105	+	EGFR
chr7	55322162	55323553	-	ELDR
chr7	55433147	55434271	+	LANCL2
chr7	55639277	55640599	-	VOPP1
chr7	55954935	55955387	+	ZNF713
chr7	56019371	56019979	+	MRPS17
chr7	56032046	56032903	+	GBAS
chr7	56119045	56119963	+	CCT6A
chr7	56131778	56132226	+	SUMF2
chr7	56173912	56174398	-	CHCHD2
chr7	56183577	56184165	-	NUPR2
chr7	56515585	56515864	-	LOC650226
chr7	56551488	56551713	-	LOC100240728
chr7	56880491	56880713	-	LOC401357
chr7	56949864	56950322	-	LOC100130849
chr7	57247588	57247927	-	GUSBP10
chr7	57472316	57472797	+	MIR3147
chr7	62809609	62809812	+	LOC100287834
chr7	63505977	63506298	+	ZNF727
chr7	64126715	64126994	+	ZNF107
chr7	64254700	64255067	+	ZNF138
chr7	64498577	64498930	+	CCT6P3
chr7	64838984	64839213	+	ZNF92
chr7	65112260	65113234	+	INTS4P2
chr7	65215732	65216495	+	CCT6P1
chr7	65235321	65235880	-	LOC441242
chr7	65338006	65338212	+	VKORC1L1
chr7	65446771	65447340	-	GUSB
chr7	65540543	65541104	+	ASL
chr7	65579764	65580200	+	CRCP
chr7	65669965	65670945	+	TPST1
chr7	65958470	65959121	+	GS1-124K5.4
chr7	66056451	66057405	-	GS1-124K5.11
chr7	66093348	66094174	+	KCTD7
chr7	66119075	66120404	+	LOC100996437
chr7	66146725	66148011	+	RABGEF1
chr7	66205245	66206565	+	RABGEF1
chr7	66309503	66310040	-	GTF2IRD1P1
chr7	66386044	66386809	+	TMEM248
chr7	66460112	66460803	+	TYW1
chr7	66767145	66768031	+	STAG3L4
chr7	69062374	69065037	+	AUTS2
chr7	70596228	70598382	+	WBSCR17
chr7	71800757	71802768	-	CALN1
chr7	72298512	72298988	+	SBDSP1
chr7	72349774	72350765	+	POM121
chr7	72424803	72425472	-	NSUN5P2
chr7	72439687	72440646	+	LOC100101148
chr7	72475972	72476918	+	PMS2P5
chr7	72568756	72569128	+	GTF2IP1
chr7	72722327	72722967	-	NSUN5
chr7	72738347	72738639	-	TRIM50
chr7	72741804	72742710	+	FKBP6
chr7	72847933	72850032	+	FZD9
chr7	72935612	72937090	-	BAZ1B
chr7	72971527	72972220	-	BCL7B
chr7	72992434	72993397	-	TBL2
chr7	73037528	73038957	-	MLXIPL
chr7	73081843	73082705	+	VPS37D
chr7	73097126	73098263	+	WBSCR22
chr7	73133388	73134204	-	STX1A
chr7	73152564	73153716	-	ABHD11
chr7	73183379	73185115	-	CLDN3
chr7	73245434	73246045	+	CLDN4
chr7	73256704	73256926	-	WBSCR27
chr7	73498098	73498697	+	LIMK1
chr7	73588252	73589341	+	EIF4H
chr7	73668393	73669142	-	RFC2
chr7	73703458	73704127	+	CLIP2
chr7	73867787	73868061	+	GTF2IRD1
chr7	74070951	74071154	+	GTF2I
chr7	74267121	74268083	-	GTF2IRD2
chr7	74306265	74307187	+	PMS2P5
chr7	74489353	74489930	-	WBSCR16
chr7	74508135	74509130	+	GTF2IRD2B
chr7	74867531	74867901	-	GATSL2
chr7	75024250	75025212	+	TRIM73
chr7	75039434	75040103	+	NSUN5P1
chr7	75114831	75115715	-	POM121C
chr7	75156588	75157524	-	PMS2P3
chr7	75368062	75369078	-	HIP1
chr7	75508166	75508759	+	RHBDD2
chr7	75543965	75544775	+	MIR4651
chr7	75623357	75624164	-	TMEM120A
chr7	75677041	75677767	+	MDH2
chr7	75831068	75831542	+	SRRM3
chr7	75931704	75932978	+	HSPB1
chr7	75987606	75988977	-	YWHAG
chr7	76026790	76027223	+	ZP3
chr7	76090885	76091495	+	DTX2
chr7	76178541	76179487	+	LOC100133091
chr7	76256088	76256838	-	POMZP3
chr7	76750995	76751394	+	CCDC146
chr7	77044840	77045719	+	LOC101927243
chr7	77165936	77166255	+	PTPN12
chr7	77166610	77167337	+	PTPN12
chr7	77325410	77326409	+	RSBN1L
chr7	77427331	77428850	+	PHTF2
chr7	79081565	79081879	+	MAGI2-AS3
chr7	79082174	79082427	+	MAGI2-AS3
chr7	79763793	79764889	+	GNAI1
chr7	80548306	80548726	-	SEMA3C
chr7	82072021	82073520	-	CACNA2D1
chr7	82791674	82792412	-	PCLO
chr7	86688832	86689238	-	KIAA1324L
chr7	86781624	86782194	+	DMTF1
chr7	86848911	86850024	-	TMEM243
chr7	86974740	86975088	+	CROT
chr7	87104723	87105305	-	ABCB4
chr7	87256958	87258444	+	RUNDC3B
chr7	87505100	87506493	+	DBF4
chr7	87563342	87564571	+	ADAM22
chr7	87849003	87849594	-	SRI
chr7	88388488	88389283	+	ZNF804B
chr7	89747892	89749036	+	DPY19L2P4
chr7	89783567	89784081	+	STEAP1
chr7	89840813	89841491	+	STEAP2
chr7	89874321	89874855	+	CFAP69
chr7	89975785	89976027	+	GTPBP10
chr7	90225082	90226364	+	CDK14
chr7	90893567	90896683	+	FZD1
chr7	91509997	91510427	-	MTERF1
chr7	91569986	91570348	+	AKAP9
chr7	91763095	91764367	+	CYP51A1-AS1
chr7	91874781	91875851	+	ANKIB1
chr7	92076699	92077395	+	GATAD1
chr7	92157487	92158405	+	RBM48
chr7	92219060	92219873	-	FAM133B
chr7	92462201	92466387	+	LOC101927497
chr7	93204085	93204381	-	CALCR
chr7	93519366	93520184	+	LOC105375401
chr7	93633439	93633910	-	BET1
chr7	94139031	94139949	+	CASD1
chr7	94284858	94286527	+	PEG10
chr7	94536849	94537477	+	PPP1R9A
chr7	94953769	94953971	-	PON1
chr7	95025559	95026122	-	PON3
chr7	95064073	95064409	-	PON2
chr7	95225503	95226194	-	PDK4
chr7	95401691	95402432	+	DYNC1I1
chr7	95950779	95951636	-	SLC25A13
chr7	96338816	96339277	-	SHFM1
chr7	96634622	96634915	+	DLX6
chr7	96653467	96654199	-	DLX5
chr7	96746767	96747190	+	SDHAF3
chr7	97361132	97363018	+	TAC1
chr7	97501183	97501919	-	ASNS
chr7	97601307	97601813	-	MGC72080
chr7	97736035	97736854	+	LMTK2
chr7	97840559	97840845	+	BHLHA15
chr7	97881132	97881906	-	TECPR1
chr7	97910459	97911618	+	BRI3
chr7	98030097	98030422	-	BAIAP2L1
chr7	98245805	98247759	+	NPTX2
chr7	98467023	98468058	-	TMEM130
chr7	98476004	98476954	+	TRRAP
chr7	98609669	98610059	+	LOC101927550
chr7	98741205	98741990	-	SMURF1
chr7	98923235	98923975	+	ARPC1A
chr7	98971649	98973170	+	ARPC1B
chr7	99005784	99006859	+	BUD31
chr7	99036099	99036892	+	CPSF4
chr7	99063423	99063624	-	ATP5J2
chr7	99070295	99070859	+	ZNF789
chr7	99097277	99098104	-	ZNF394
chr7	99102154	99102968	+	ZKSCAN5
chr7	99149508	99149807	-	FAM200A
chr7	99155871	99156969	+	ZNF655
chr7	99195683	99196001	+	GS1-259H13.2
chr7	99214144	99214885	+	ZSCAN25
chr7	99516602	99517296	-	TRIM4
chr7	99613104	99613797	+	ZKSCAN1
chr7	99678768	99679702	-	ZNF3
chr7	99686452	99686839	+	COPS6
chr7	99698173	99699646	+	AP4M1
chr7	99724482	99725808	+	MBLAC1
chr7	99746253	99746643	+	LAMTOR4
chr7	99755854	99756459	-	C7orf43
chr7	99774733	99775583	+	STAG3
chr7	99869003	99870085	-	GATS
chr7	99933238	99934087	+	STAG3L5P
chr7	100025804	100028002	+	MEPCE
chr7	100033262	100034253	-	PPP1R35
chr7	100076454	100076785	-	TSC22D4
chr7	100080693	100081371	+	NYAP1
chr7	100136448	100136919	+	AGFG2
chr7	100171148	100172286	-	SAP25
chr7	100183527	100184625	+	FBXO24
chr7	100201614	100203652	-	PCOLCE-AS1
chr7	100209594	100210655	+	MOSPD3
chr7	100230649	100231320	-	TFR2
chr7	100253782	100254150	+	LOC105375429
chr7	100270875	100274003	+	GNB2
chr7	100303014	100304079	+	POP7
chr7	100318106	100318684	+	EPO
chr7	100424424	100425626	-	EPHB4
chr7	100449772	100450617	+	SLC12A9
chr7	100463758	100464146	+	TRIP6
chr7	100472375	100473393	+	SRRT
chr7	100486729	100488093	-	UFSP1
chr7	100492217	100494941	-	ACHE
chr7	100797532	100798479	+	AP1S1
chr7	100806279	100809064	-	VGF
chr7	100823307	100823701	-	NAT16
chr7	100845050	100845726	-	MOGAT3
chr7	100860297	100861029	+	ZNHIT1
chr7	100888069	100888488	-	FIS1
chr7	100964790	100965201	-	IFT22
chr7	101005899	101007443	+	COL26A1
chr7	101457382	101461030	+	CUX1
chr7	101936317	101936548	+	MIR4285
chr7	102004220	102005167	+	LOC100289561
chr7	102036470	102037017	+	PRKRIP1
chr7	102073605	102074334	+	ORAI2
chr7	102105123	102105782	+	MIR5090
chr7	102119203	102119605	-	POLR2J
chr7	102212867	102213262	-	POLR2J3
chr7	102256802	102257489	-	RASA4
chr7	102311947	102312332	-	POLR2J2
chr7	102389480	102390092	+	FAM185A
chr7	102715106	102716015	+	ARMC10
chr7	102789395	102790120	-	NAPEPLD
chr7	102920309	102921514	-	DPY19L2P2
chr7	102937857	102938141	+	PMPCB
chr7	102984857	102985337	-	DNAJC2
chr7	103085710	103086132	+	LOC101927870
chr7	103629525	103630652	-	RELN
chr7	103968783	103969959	+	LHFPL3
chr7	104653119	104654966	+	KMT2E
chr7	105028260	105029774	-	SRPK2
chr7	105161982	105162889	-	PUS7
chr7	105172468	105172821	+	RINT1
chr7	105516844	105517963	-	ATXN7L1
chr7	105752103	105753148	-	SYPL1
chr7	105924650	105925975	-	NAMPT
chr7	106300402	106301573	-	CCDC71L
chr7	106684813	106685765	+	PRKAR2B
chr7	106809461	106809815	+	HBP1
chr7	107204114	107204797	+	DUS4L
chr7	107220344	107221075	+	BCAP29
chr7	107301205	107302416	+	SLC26A4
chr7	107383657	107385021	+	CBLL1
chr7	107531480	107531983	+	DLD
chr7	107641795	107644058	-	LAMB1
chr7	108095401	108097206	-	NRCAM
chr7	108166211	108167077	-	PNPLA8
chr7	108209784	108210906	+	DNAJB9
chr7	111202079	111202683	-	IMMP2L
chr7	111845860	111846887	+	ZNF277
chr7	112090122	112091412	+	IFRD1
chr7	112429980	112430566	-	TMEM168
chr7	112579633	112580217	-	C7orf60
chr7	113724924	113727795	+	FOXP2
chr7	114562170	114563193	+	MDFIC
chr7	115850370	115851028	+	TES
chr7	116139774	116140352	+	CAV2
chr7	116164703	116166735	+	CAV1
chr7	116311824	116312598	+	MET
chr7	116502427	116502920	+	CAPZA2
chr7	116593880	116594325	+	ST7
chr7	116962841	116964803	-	WNT2
chr7	117067403	117067666	-	ASZ1
chr7	117512942	117513865	-	CTTNBP2
chr7	117823984	117824485	+	LSM8
chr7	119912840	119913883	+	KCND2
chr7	120497120	120498220	-	TSPAN12
chr7	120590584	120591328	+	ING3
chr7	120969587	120970743	+	WNT16
chr7	121035820	121036670	-	FAM3C
chr7	121513046	121513911	+	PTPRZ1
chr7	121783946	121784663	-	AASS
chr7	121943867	121944538	+	FEZF1-AS1
chr7	122525748	122526959	-	CADPS2
chr7	123172732	123173231	-	IQUB
chr7	123174472	123174682	-	IQUB
chr7	123197660	123197925	-	NDUFA5
chr7	123388399	123389623	-	WASL
chr7	123672063	123673691	-	TMEM229A
chr7	124404700	124406189	-	GPR37
chr7	124569882	124570199	+	POT1-AS1
chr7	126891300	126894205	-	GRM8
chr7	127031854	127033084	-	ZNF800
chr7	127225200	127225950	-	GCC1
chr7	127227758	127229039	+	ARF5
chr7	127291647	127292551	+	SND1
chr7	127671158	127672853	-	LRRC4
chr7	127880750	127881375	+	LEP
chr7	127983683	127984096	-	RBM28
chr7	128001346	128002066	-	PRRT4
chr7	128045542	128046298	-	IMPDH1
chr7	128049499	128050488	-	IMPDH1
chr7	128095678	128096197	+	HILPDA
chr7	128116667	128117312	+	METTL2B
chr7	128379114	128379697	+	CALU
chr7	128430707	128432003	+	CCDC136
chr7	128470443	128471161	+	FLNC
chr7	128502715	128503276	+	ATP6V1F
chr7	128550409	128550903	-	KCP
chr7	128577818	128578756	+	IRF5
chr7	128694513	128695357	+	TPI1P2
chr7	128766335	128767982	+	LOC407835
chr7	128784695	128785096	+	TSPAN33
chr7	128828333	128829366	+	SMO
chr7	128864320	128865655	+	AHCYL2
chr7	129073722	129074700	+	STRIP2
chr7	129142171	129143038	+	SMKR1
chr7	129251237	129252441	+	NRF1
chr7	129592032	129592891	-	UBE2H
chr7	129690960	129691326	-	ZC3HC1
chr7	129710092	129710493	+	KLHDC10
chr7	129845146	129845424	-	TMEM209
chr7	130080527	130081067	-	CEP41
chr7	130126017	130126801	+	MEST
chr7	130130739	130133111	+	MEST
chr7	130353070	130353979	-	COPG2
chr7	130417912	130419378	-	KLF14
chr7	130790358	130792773	-	LINC-PINT
chr7	130794689	130795032	+	MKLN1
chr7	131012460	131013190	+	MKLN1
chr7	131240513	131241847	-	PODXL
chr7	132260474	132262527	-	PLXNA4
chr7	132766509	132767096	-	CHCHD3
chr7	133812005	133812233	+	LRGUK
chr7	134001207	134001982	-	SLC35B4
chr7	134143115	134144063	-	AKR1B1
chr7	134671119	134671750	+	AGBL3
chr7	134854975	134855696	-	C7orf49
chr7	134896014	134896664	-	WDR91
chr7	135194567	135195309	-	CNOT4
chr7	135347056	135347498	+	C7orf73
chr7	135661841	135662272	-	MTPN
chr7	136553854	136556194	+	CHRM2
chr7	136849054	136849346	-	LOC349160
chr7	137531125	137532382	-	DGKI
chr7	137686291	137687056	-	CREB3L2
chr7	138144667	138146023	+	TRIM24
chr7	138348962	138349444	-	SVOPL
chr7	138666358	138666972	-	KIAA1549
chr7	138720044	138721019	-	ZC3HAV1L
chr7	138793113	138794608	-	ZC3HAV1
chr7	138818387	138818598	+	TTC26
chr7	138915434	138916956	+	UBN2
chr7	139024930	139026298	+	C7orf55-LUC7L2
chr7	139043885	139045478	+	LUC7L2
chr7	139167480	139168712	-	KLRG2
chr7	139208442	139209069	+	CLEC2L
chr7	139477406	139478496	+	TBXAS1
chr7	139762255	139763245	-	PARP12
chr7	139875411	139877493	+	JHDM1D-AS1
chr7	140097905	140098428	-	SLC37A3
chr7	140178289	140179467	-	MKRN1
chr7	140339997	140341136	-	DENND2A
chr7	140372743	140373443	+	ADCK2
chr7	140396414	140397357	+	NDUFB2
chr7	140623997	140624949	-	BRAF
chr7	140714478	140714943	-	MRPS33
chr7	140772358	140774560	+	TMEM178B
chr7	141251013	141251472	+	AGK
chr7	141401432	141402207	-	KIAA1147
chr7	141438004	141438393	+	SSBP1
chr7	142551879	142553186	+	EPHB6
chr7	142985047	142985810	+	CASP2
chr7	143058917	143060156	-	FAM131B
chr7	143077469	143079169	+	ZYX
chr7	143317293	143318004	+	TCAF2
chr7	143533841	143534552	-	LOC154761
chr7	143582125	143582610	-	TCAF1
chr7	143598867	143599426	-	TCAF1
chr7	143892574	143893109	+	OR2A1-AS1
chr7	144052115	144052650	+	ARHGEF5
chr7	144532762	144533253	-	TPK1
chr7	145813030	145814084	+	CNTNAP2
chr7	148395430	148397002	+	CUL1
chr7	148580495	148582061	-	EZH2
chr7	148725047	148726161	-	PDIA4
chr7	148787421	148788601	-	ZNF786
chr7	148823194	148824228	+	ZNF398
chr7	148844254	148845556	+	ZNF398
chr7	148892424	148892837	+	ZNF282
chr7	148936618	148937330	+	ZNF212
chr7	148958858	148959891	+	ZNF783
chr7	148982079	148982675	+	LOC155060
chr7	149156561	149158080	-	ZNF777
chr7	149194139	149195275	-	ZNF746
chr7	149321187	149322234	-	ZNF767P
chr7	149410858	149412351	+	KRBA1
chr7	149469542	149469748	-	ZNF467
chr7	149535243	149536037	+	ZNF862
chr7	149570366	149571272	+	ATP6V0E2
chr7	150019950	150020752	+	LRRC61
chr7	150037459	150039031	-	RARRES2
chr7	150065169	150066351	+	REPIN1
chr7	150068756	150070051	+	REPIN1
chr7	150075939	150076856	+	ZNF775
chr7	150101906	150102968	+	LOC728743
chr7	150496809	150498206	+	TMEM176A
chr7	150652807	150653080	-	KCNH2
chr7	150674737	150675026	-	KCNH2
chr7	150725173	150726018	+	ABCB8
chr7	150746002	150746381	+	ASIC3
chr7	150754922	150755426	+	SLC4A2
chr7	150756391	150756659	+	SLC4A2
chr7	150777607	150780879	-	FASTK
chr7	150783076	150783293	+	AGAP3
chr7	150863966	150865511	-	GBX1
chr7	150901550	150901978	-	IQCA1L
chr7	150923880	150924536	-	ABCF2
chr7	150929388	150930151	+	CHPF2
chr7	150934649	150934869	+	MIR671
chr7	150945352	150946161	-	SMARCD3
chr7	150974116	150974535	-	SMARCD3
chr7	151038858	151039136	+	NUB1
chr7	151106244	151107808	+	WDR86-AS1
chr7	151136933	151137273	-	CRYGN
chr7	151216068	151217901	-	RHEB
chr7	151572761	151575106	+	PRKAG2-AS1
chr7	151722590	151723241	+	GALNT11
chr7	152161034	152162113	+	LINC01003
chr7	152372980	152373421	-	XRCC2
chr7	152456740	152457511	+	ACTR3B
chr7	153583317	153585666	+	DPP6
chr7	153748407	153750444	+	DPP6
chr7	154001964	154002281	+	DPP6
chr7	154794017	154795750	+	PAXIP1-AS1
chr7	154861797	154862074	+	HTR5A
chr7	154862680	154863245	-	HTR5A-AS1
chr7	155088705	155090212	+	INSIG1
chr7	155246390	155251955	+	EN2
chr7	155325811	155326357	-	CNPY1
chr7	155436673	155437817	+	RBM33
chr7	155601175	155603235	-	SHH
chr7	155604725	155605095	-	SHH
chr7	156432433	156433670	+	RNF32
chr7	156685008	156686179	-	LMBR1
chr7	156741472	156741899	+	NOM1
chr7	156801418	156801632	-	MNX1
chr7	156802170	156804414	+	MNX1-AS1
chr7	156931422	156932075	+	UBE3C
chr7	157129089	157130306	+	DNAJB6
chr7	157647800	157648007	+	LOC100506585
chr7	158379328	158381221	-	PTPRN2
chr7	158497157	158498011	-	NCAPG2
chr7	158621005	158622747	-	ESYT2
chr7	158648984	158649759	+	WDR60
chr7	158936507	158938492	-	VIPR2
chr8	181838	182862	+	ZNF596
chr8	356374	357674	+	FBXO25
chr8	494155	496083	-	TDRP
chr8	681066	681731	-	ERICH1
chr8	686830	689496	+	ERICH1-AS1
chr8	1711234	1712654	+	CLN8
chr8	1764328	1765171	+	MIR596
chr8	1771361	1772760	+	ARHGEF10
chr8	1921559	1922872	+	KBTBD11
chr8	2480425	2480920	-	LOC101927815
chr8	4848968	4852635	-	CSMD1
chr8	6263582	6264293	+	MCPH1
chr8	6565314	6566658	+	AGPAT5
chr8	6691833	6693135	+	GS1-24F4.2
chr8	7212487	7212890	-	FAM66B
chr8	7812520	7812938	+	FAM66E
chr8	8085016	8086608	+	FAM86B3P
chr8	8559131	8560867	+	CLDN23
chr8	8748652	8751478	-	MFHAS1
chr8	8860200	8860742	+	ERI1
chr8	9008058	9009353	-	PPP1R3B
chr8	9413381	9414093	+	TNKS
chr8	9760750	9761643	-	MIR124-1
chr8	9911629	9912633	+	MSRA
chr8	10587304	10591109	-	SOX7
chr8	10697016	10697634	+	LOC101929229
chr8	11057684	11058479	-	XKR6
chr8	11141894	11142686	+	MTMR9
chr8	11323779	11324697	-	FAM167A
chr8	11559596	11562956	+	SNORA99
chr8	11565217	11567212	+	GATA4
chr8	11627091	11627668	+	NEIL2
chr8	11659676	11660795	+	FDFT1
chr8	11665773	11666045	+	FDFT1
chr8	11725059	11725600	-	CTSB
chr8	11973274	11973679	+	FAM66D
chr8	12051096	12052607	-	FAM86B1
chr8	12219511	12219916	+	FAM66A
chr8	12293393	12294880	+	LOC100506990
chr8	12522621	12523226	-	LOC729732
chr8	12611609	12613562	-	LONRF1
chr8	12990090	12990914	-	DLC1
chr8	13133842	13134312	-	DLC1
chr8	15094237	15095168	-	SGCZ
chr8	15397636	15398287	+	TUSC3
chr8	16859044	16859452	-	FGF20
chr8	16884363	16885339	+	MICU3
chr8	17013436	17014790	+	ZDHHC2
chr8	17103890	17104863	+	VPS37A
chr8	17270603	17271120	-	MTMR7
chr8	17354321	17355250	+	SLC7A2
chr8	17434648	17434954	+	PDGFRL
chr8	17658166	17659321	-	MTUS1
chr8	17780032	17781272	+	PCM1
chr8	17941489	17942459	+	LOC101929066
chr8	18871072	18872046	-	PSD3
chr8	19170999	19172056	+	SH2D4A
chr8	19459905	19460137	-	CSGALNACT1
chr8	19674263	19675236	+	INTS10
chr8	19796843	19798006	+	LPL
chr8	20054546	20055027	+	ATP6V1B2
chr8	21644908	21647845	-	GFRA2
chr8	21776842	21777942	+	XPO7
chr8	21882245	21882883	+	NPM2
chr8	21914275	21914525	+	DMTN
chr8	21946568	21946809	+	FAM160B2
chr8	21966485	21967329	-	NUDT18
chr8	21987532	21989013	-	HR
chr8	21998711	21999544	-	REEP4
chr8	22014152	22014559	-	LGI3
chr8	22089367	22089668	-	PHYHIP
chr8	22102303	22103142	+	POLR3D
chr8	22132791	22133357	+	PIWIL2
chr8	22224519	22225244	+	SLC39A14
chr8	22298112	22299142	+	PPP3CC
chr8	22408672	22409635	+	SORBS3
chr8	22422534	22423702	+	SORBS3
chr8	22436295	22437076	+	PDLIM2
chr8	22456091	22456508	+	C8orf58
chr8	22462092	22462868	+	CCAR2
chr8	22526298	22526757	-	BIN3
chr8	22547486	22553427	-	EGR3
chr8	22856800	22857728	+	RHOBTB2
chr8	22925655	22926912	+	LOC286059
chr8	22960384	22960927	+	TNFRSF10C
chr8	23021056	23021588	-	TNFRSF10D
chr8	23081956	23082975	+	LOC389641
chr8	23103775	23104601	+	CHMP7
chr8	23145528	23146006	+	R3HCC1
chr8	23260442	23261867	-	LOXL2
chr8	23314664	23315490	-	ENTPD4
chr8	23386220	23387386	+	SLC25A37
chr8	23539807	23540602	-	NKX3-1
chr8	23562475	23565175	-	NKX2-6
chr8	24770908	24772547	+	NEFM
chr8	24812946	24814299	-	NEFL
chr8	25041795	25042820	+	DOCK5
chr8	25315286	25317028	+	CDCA2
chr8	25900562	25905842	-	EBF2
chr8	26148757	26149453	+	PPP2R2A
chr8	26240290	26241017	+	BNIP3L
chr8	26371172	26372830	+	DPYSL2
chr8	26434372	26436785	+	DPYSL2
chr8	26721642	26724566	-	ADRA1A
chr8	27168205	27169082	+	PTK2B
chr8	27183090	27183390	+	PTK2B
chr8	27348658	27348883	+	EPHX2
chr8	27471954	27472523	-	CLU
chr8	27490959	27491775	+	SCARA3
chr8	27629753	27630234	-	CCDC25
chr8	27631846	27632323	+	ESCO2
chr8	27695095	27695479	-	PBK
chr8	27950470	27950868	+	ELP3
chr8	28243684	28244283	-	ZNF395
chr8	28351456	28352560	+	FZD3
chr8	28558588	28559960	+	EXTL3
chr8	28748070	28748431	+	HMBOX1
chr8	29119957	29120787	-	KIF13B
chr8	29205664	29209847	-	DUSP4
chr8	29940142	29940699	-	SARAF
chr8	29952635	29953584	+	LEPROTL1
chr8	30013700	30014360	+	DCTN6
chr8	30241416	30242878	+	RBPMS
chr8	30515170	30516024	-	GTF2E2
chr8	30584790	30585651	-	GSR
chr8	30669450	30670475	-	PPP2CB
chr8	31496525	31498346	+	NRG1
chr8	32405407	32406901	+	NRG1
chr8	33330164	33330878	-	FUT10
chr8	33342171	33343141	+	MAK16
chr8	33423939	33424895	-	RNF122
chr8	33456915	33457515	-	DUSP26
chr8	35092679	35093559	+	UNC5D
chr8	37551944	37555922	+	ZNF703
chr8	37593834	37594703	+	ERLIN2
chr8	37619779	37620770	+	PROSC
chr8	37654048	37656100	+	ADGRA2
chr8	37707149	37707507	-	BRF2
chr8	37756454	37757339	-	RAB11FIP1
chr8	37822486	37824008	-	ADRB3
chr8	37887692	37888830	+	EIF4EBP1
chr8	37962449	37963453	+	ASH2L
chr8	38033408	38034643	+	BAG4
chr8	38088735	38089956	+	DDHD2
chr8	38126097	38127032	-	PLPP5
chr8	38239342	38240670	-	WHSC1L1
chr8	38243741	38244695	+	LETM2
chr8	38325091	38326374	-	FGFR1
chr8	38644473	38645760	+	TACC1
chr8	38758457	38759380	+	PLEKHA2
chr8	38831592	38832353	+	HTRA4
chr8	38853700	38855116	+	ADAM9
chr8	38965013	38965423	+	ADAM32
chr8	39380225	39380533	-	ADAM3A
chr8	40755164	40755404	-	ZMAT4
chr8	41165852	41167140	-	SFRP1
chr8	41347794	41348581	+	GOLGA7
chr8	41386448	41386925	+	GINS4
chr8	41435360	41436159	+	GPAT4
chr8	41503916	41504266	-	NKX6-3
chr8	41654875	41655984	-	ANK1
chr8	41753340	41755250	-	ANK1
chr8	41908373	41909581	-	KAT6A
chr8	42009723	42011098	+	AP3M2
chr8	42128689	42129141	+	IKBKB
chr8	42195860	42196225	+	POLB
chr8	42249055	42249849	+	VDAC3
chr8	42396235	42397195	+	SMIM19
chr8	42697869	42698326	-	THAP1
chr8	42751212	42753132	+	HOOK3
chr8	42911215	42912042	+	FNTA
chr8	42948532	42948928	+	POMK
chr8	42995248	42995519	+	HGSNAT
chr8	48100163	48100914	+	LOC100287846
chr8	48172791	48172993	+	SPIDR
chr8	48649766	48651653	-	CEBPD
chr8	48872458	48873907	+	MCM4
chr8	48920837	48921414	+	UBE2V2
chr8	49647702	49647988	-	EFCAB1
chr8	50822270	50822860	+	SNTG1
chr8	52811167	52812312	-	PCMTD1
chr8	53477544	53478627	-	FAM150A
chr8	53626005	53627501	-	RB1CC1
chr8	53851701	53854426	+	NPBWR1
chr8	54163303	54164443	-	OPRK1
chr8	54755576	54756109	-	ATP6V1H
chr8	54791845	54795141	+	RGS20
chr8	54934665	54935160	-	TCEA1
chr8	55014024	55014681	-	LYPLA1
chr8	55047705	55048005	+	MRPL15
chr8	55370170	55372525	+	SOX17
chr8	56013656	56015761	+	XKR4
chr8	56685492	56686207	+	TGS1
chr8	56792115	56793325	+	LYN
chr8	56986556	56987308	-	RPS20
chr8	57025546	57026543	-	MOS
chr8	57123572	57124997	+	CHCHD7
chr8	57232370	57232795	-	SDR16C5
chr8	57358126	57359415	+	LOC101929415
chr8	57905700	57906452	-	IMPAD1
chr8	58172076	58173863	+	LOC286177
chr8	58192499	58192884	+	LINC00588
chr8	58907001	58907822	+	FAM110B
chr8	59323806	59324180	+	UBXN2B
chr8	59465463	59466103	+	SDCBP
chr8	59571603	59572526	-	NSMAF
chr8	60030134	60032356	-	TOX
chr8	61193312	61194195	-	CA8
chr8	61429174	61430173	+	RAB2A
chr8	61590807	61593180	+	CHD7
chr8	62626556	62627511	+	MIR4470
chr8	63160598	63162064	+	NKAIN3
chr8	63951122	63952104	-	GGH
chr8	63998227	63998737	-	TTPA
chr8	64080674	64081766	+	YTHDF3
chr8	65281903	65283043	-	LOC102724623
chr8	65286067	65286659	+	MIR124-2HG
chr8	65290108	65290946	+	MIR124-2
chr8	65488536	65489116	-	LOC401463
chr8	65492935	65494452	+	BHLHE22
chr8	65710990	65711722	-	CYP7B1
